texto,label_real,label_texto,predicao
"Os eleitores dessa corja deveriam se envergonhar pois torcem contra o próprio país estamos no mesmo barco mas a esquerda é ignorante demais para verem isso, por favor nas próximas eleições não reeleja quem não quer o crescimento do próprio país!!!! 🇧🇷🙌",1,Ofensivo,Ofensivo
"Petista mandando matar Marielle...usaram muito dessa mulher pra fazer campanha, mentiras e acusações... Marielle vive",1,Ofensivo,Ofensivo
Que nojo desta gente que se acha acima do bem e do mal! É o tipo que se diz representante do povo! Benê você é incrível! ❤️❤️❤️❤️,1,Ofensivo,Erro
Isso é um lixo um verdadeiro crápula,1,Ofensivo,Erro
Mas a Pepa é fichinha perto do Dick Vigarista !!! \o/ \o/ \o/,1,Ofensivo,Ofensivo
Queria compartilhar esse vídeo 🙏🏻,0,Não-ofensivo,Erro
Vcs tão comemorando a invasão da Alemanha nazista na Polônia?,0,Não-ofensivo,Ofensivo
Professor estamos contigo nós te amamos.,0,Não-ofensivo,Erro
🇧🇷🇧🇷mostra tua força BRASIL 🇧🇷🇧🇷JUNTOS SOMOS INVENCÍVEIS 🇧🇷🇧🇷🇧🇷🇧🇷,0,Não-ofensivo,Não-ofensivo
"Cara eu fico pensando! Como o brasileiro e burro. Uma menina que nao sei que é, fala do nosso pais do nosso presidente e ainda o próprio brasileiro da pra ela total razao. Eu pergunto? Ser qie ela sabe 1/3 dos nossos problemas sociais?",1,Ofensivo,Ofensivo
"Nunca deu bola para a Deputada Janaina Paschoal, agora ta puxando sardinha pro lado dela pra ela vir jogar no seu time neeee?",1,Ofensivo,Ofensivo
Se jogar um carteira de trabalho não sobra um,1,Ofensivo,Erro
Faz toda diferença,0,Não-ofensivo,Erro
"E óbvio, se ele não tivesse sido preso. A Vitória na eleição, teria sido nossa.",0,Não-ofensivo,Ofensivo
Este canalha estar livre é uma vergonha.,1,Ofensivo,Ofensivo
"Bandida, safada, comunista e corrupta!!! Fora do Brasil!! Lixo!!!",1,Ofensivo,Ofensivo
"Manu, salva a gente 😔",0,Não-ofensivo,Erro
Comédia isso? Imposto e mais imposto e cada vez o povo mais pobre.,1,Ofensivo,Ofensivo
"@paulopessatto poxa como você é otimista cara, seu otimismo é inspirador",0,Não-ofensivo,Erro
Precisa frear a inflação e tornar insento quem ganha 5000 mil. Diminuir o gasto público e fazer crescer o país.,0,Não-ofensivo,Não-ofensivo
"Bem feito.Não tem vergonha na cara,fuça..",1,Ofensivo,Ofensivo
"Verdade. toda vez que abre a boca, os filhos do presidente dão munição para a esquerda ficar fortalecida em seus atos para derrubar o nosso Presidente",0,Não-ofensivo,Ofensivo
"K vergonha, alguém k foi eleito pelo povo, sendo racista, espero k os eleitores desse deputado vejam isso...🤔🤔🤔",0,Não-ofensivo,Ofensivo
"Um governo que tem medo de participar de debates politicos, é porque não tem projetos para o país, e está aliado com aqueles que tenta comprar o património nacional e transformar esse país em uma colônia.",0,Não-ofensivo,Não-ofensivo
"Papel ridículo dessa jornalista. Agressiva, tentando colocar palavras na boca do entrevistado.",1,Ofensivo,Ofensivo
Mentem e roubam..... Não vai mais mamar.....,1,Ofensivo,Ofensivo
@sandrinhomonteiroaraujo apago não. Zanin é competente e será um excelente ministro do supremo,0,Não-ofensivo,Erro
"Essa pirralha, fantoche da esquerda não sabe nem o que diz, uma pobre criança sendo usada pelo establishment para dar voz às invenções infundadas do clima mundial, só sendo muito trouxa pra cair na conversa fiada destes hipocritas, a Time já escolheu como personalidade do ano de 1938 Hitler, que moral ela tem?",1,Ofensivo,Ofensivo
"Vamos respeitar os argentinos! Eles merecem mais respeito, eles conhecem a própria história e sabem o que estão fazendo.",0,Não-ofensivo,Erro
"Deputada o tapa foi na cara de todos nós que sendo pardos, brancos, índios, etc estrangeiras ou não sentimos a mesma dor, essa violência atingiu toda humanidade que tem respeito e dignidade.",0,Não-ofensivo,Não-ofensivo
Comunista lixo!,1,Ofensivo,Erro
Chic esses filhos do mito 👏👏,0,Não-ofensivo,Ofensivo
"E aí, bando de hipócritas :)",1,Ofensivo,Erro
"Ele só fala besteira, idiotice ou porcaria 😡😡",1,Ofensivo,Ofensivo
❤️❤️❤️❤️❤️❤️.Dois seres humanos super. Amoooooo,0,Não-ofensivo,Erro
